HR,HR_std,SDNN,LF,HF,LF/HF
77.13856203469179,10.023293906894482,137.97156095771916,60.31545152807615,39.68454847192383,1.519872440296211
74.94820379833259,4.33372398734268,45.686416853661626,41.94650066925454,58.053499330745474,0.7225490479096653
74.55703007055146,5.278686281417251,51.78722360557352,56.838160772094255,43.16183922790576,1.316861417141516
74.37557292315253,5.976276705912893,59.55083013580091,66.32892283584562,33.671077164154376,1.9699079572796736
71.20313655355656,4.330210350710155,50.22297697681185,67.53913914847155,32.46086085152845,2.080633026258495
70.00441765240802,3.7893584723297766,45.22728255928082,50.44573024146662,49.55426975853337,1.017989579652311
66.83186029105421,6.632750387556268,80.03235546524496,49.79652047757333,50.203479522426676,0.9918938079845333
64.73608870586995,3.9351223257876797,52.430829479622574,64.18334537642036,35.81665462357963,1.7919972161265372
68.94952855691247,6.188893685014569,89.6025987796169,46.88149540638261,53.11850459361739,0.8825831179745935
66.18674094073612,3.7000276190609673,49.18522160834859,56.06746680051576,43.93253319948424,1.2762174797872565
65.82141143521137,3.2497567632682585,44.930620338552586,48.855391367390425,51.14460863260956,0.9552403014428477
65.74849222082972,2.7078435295437524,37.328511486892594,43.65910182011594,56.34089817988406,0.7749095813261987
68.45197826403992,4.476350293626639,55.593279397843986,59.0945709985964,40.905429001403604,1.4446632743191294
63.71772204488505,4.053644862973705,55.205482244440816,67.67706021364278,32.322939786357225,2.093777999803338
66.39561113993811,4.086058361465792,55.622595813238846,62.49582670823552,37.50417329176449,1.6663699322752152
67.11441007679889,3.0352851145207733,40.03238322332403,64.24909027089943,35.75090972910056,1.79713161868443
66.2457856691138,3.3832489480822097,45.467991231841744,25.210087648401874,74.78991235159812,0.33707871630983643
66.9885637397925,2.84679010993382,37.72586419614655,48.487749573628065,51.51225042637193,0.941285794588476
66.4652688806542,5.099407553878338,62.38655376303981,36.677442324949006,63.322557675051,0.5792160593569939
65.63372002345712,5.15325643953796,70.22615694073171,56.48787097479442,43.51212902520559,1.298209769098457
70.51511890424003,4.507888806665821,50.65897661435302,65.39102609156875,34.608973908431246,1.8894240050161832
67.40113614020078,4.784570015342645,54.30021271536745,55.387235602375036,44.612764397624964,1.2415109520835628
68.32059202297543,6.106747654504204,82.70668733820028,50.45788444473488,49.54211555526513,1.0184846545046748
68.50515383991639,4.55486439679165,51.96465563948103,47.73079176550231,52.26920823449768,0.9131722744175791
67.54670755308945,5.249033512728097,63.326089931268776,55.977588280787494,44.02241171921251,1.2715702319497737
64.7604957143993,5.0986738029423035,65.63703536057366,65.23233934558795,34.76766065441205,1.876236080246886
63.605263558052755,3.857662933035514,55.20724187600351,73.91903744207846,26.080962557921534,2.834214315438566
64.12275520543825,4.7376893269051195,57.92131529199208,47.92278661150519,52.07721338849481,0.9202256321589695
63.5237554760457,2.3498173956722526,34.11812161040262,27.4343895770055,72.5656104229945,0.3780632370772717
71.67022798867656,9.545196439414752,103.58627362867841,39.023484014793155,60.976515985206845,0.6399756264241206
65.25657099095939,5.354353682406573,71.4673305520803,65.00784121873747,34.99215878126254,1.8577831000683387
63.24881009017087,4.868864018705,69.13838577155798,54.22860084026017,45.77139915973982,1.1847704425858854
63.07631513750109,4.214187165463866,56.502033077894495,53.55958039433342,46.44041960566658,1.1532966508295328
64.33160058194919,4.008825736388917,55.3573070702436,53.000679936109805,46.999320063890195,1.127690355180914
65.78612507522537,5.927762338435494,75.54628083895784,70.56366101880846,29.436338981191536,2.397161585341689
66.65379486524789,3.8824032847255907,48.30704334976828,26.04713647879454,73.95286352120547,0.3522126830332365
62.273245279581836,6.94656489047358,95.63869540940277,26.724066236711682,73.27593376328832,0.3647045471033028
60.871720648912756,4.8748515369511525,75.7711609884329,42.88626382590566,57.113736174094335,0.7508922843916142
58.85577939731326,3.7470148553995735,62.49443753358119,17.816248665299824,82.18375133470018,0.21678553699431008
60.90319445412626,5.088574493521693,75.08708249747883,69.37423735112216,30.625762648877842,2.265224809141662
61.16923148432953,3.378701352159839,53.52901301312943,30.034249746251216,69.96575025374878,0.4292707451477943
62.27127821389012,3.5490565044051112,53.26662369677011,31.326978231718428,68.67302176828159,0.45617591049688755
63.53651940463543,5.125917357030646,72.32643811770113,51.49639292852976,48.50360707147024,1.0617023359242055
63.69873694975176,5.622042778345539,70.13528152282355,49.12744420818072,50.87255579181929,0.9656964043485469
61.8576763248392,4.393788378729691,67.67172578861768,51.51785835418439,48.48214164581561,1.0626151528236125
63.21472395841927,4.964093118875732,65.82248071701595,41.586723294657965,58.41327670534203,0.711939573334272
68.54152648478973,5.926446931391973,73.16009236963444,59.548331993435546,40.451668006564454,1.472085946709839
65.62002174301503,4.977541457747013,62.15260039961408,67.3102334340893,32.6897665659107,2.059061305879169
66.3021961467448,8.434000062296672,112.76343859108813,35.22252708050994,64.77747291949005,0.5437465447947767
59.43903814407704,4.192611196712832,64.97282639504975,36.378166018374124,63.621833981625876,0.571787446883097
60.708481396535156,3.7675951663876797,59.156876729808594,63.27372255131928,36.72627744868071,1.722846064094966
63.323345374450746,5.0923391984131525,72.14234763702,53.62779477658541,46.37220522341458,1.1564641905256487
70.97179802266301,6.43094251837715,71.55087740589879,74.47121597563235,25.52878402436766,2.9171470096087733
66.02587057361171,4.987878834650925,67.32724707846873,47.86504762062821,52.13495237937179,0.9180989995411784
61.09219065351879,3.3871713337378426,54.57367956604548,67.7723710932393,32.227628906760685,2.1029276242852006
64.15362045718415,4.035880693027842,57.53367044258237,52.780160199817225,47.219839800182775,1.1177539022403231
64.61358105835134,4.366091705750825,53.93771697979185,61.47328316739538,38.52671683260461,1.5956013961556
66.28572428885634,4.054350723369437,52.01004239268398,61.16074839081113,38.83925160918887,1.5747149045565356
64.74579136203346,3.8851614551209934,55.3643599471917,51.64253562321249,48.35746437678751,1.0679330748367748
65.88626576241566,4.292745442068055,54.06869733041247,42.97373782936182,57.02626217063818,0.7535780216625919
69.03900181446421,5.633499770761486,68.58586169784995,80.48620287856932,19.51379712143068,4.124579259368069
66.88369048711384,3.1976638199229996,42.92640886223953,39.14179798536613,60.858202014633875,0.6431638906445865
68.1762168293892,6.708857367261111,77.9785531576024,57.3187756671528,42.681224332847194,1.3429505962658301
67.7010485223551,6.140540324082846,78.45202826194615,67.83086967323452,32.169130326765504,2.108570203304426
70.28246294611674,4.753324070851165,55.620572701122704,76.92205786519783,23.07794213480217,3.333141985359139
73.49988680661849,3.66609502953986,41.04879177961143,76.78464473688945,23.215355263110553,3.3074938490776002
67.4019976547943,6.043176821100697,71.189099597987,73.07610283165654,26.923897168343466,2.7141725573657975
67.85635193741908,4.652018836605529,54.89848825803511,70.90293965328878,29.09706034671121,2.436773296286022
70.81875467349728,5.327269029469969,60.531202829037795,71.55688544535515,28.44311455464485,2.515789376999492
73.78062190287376,5.925058527705898,62.20366878259008,92.15580075781041,7.844199242189601,11.74827384064334
72.9931526155209,5.01202233325484,54.6476242415811,52.90785714338202,47.092142856617976,1.1234964886705456
73.20632668175449,5.5517049545549995,55.89092500651865,79.40480694714675,20.595193052853244,3.855501948603782
70.3424509747201,5.553111907104006,89.57433252229525,71.33885259399005,28.661147406009942,2.489043846829072
72.19973299984972,3.602349466928954,40.77693944504993,57.91103574702256,42.08896425297743,1.3759197161266767
74.97793240204136,6.750440732343139,71.33169229189772,61.85489450776385,38.14510549223614,1.6215683168146824
73.58397044081018,5.093271940699483,55.31240472264945,59.31336046651391,40.6866395334861,1.457809274656305
75.3891238179272,8.207788475054672,93.24214808664837,63.56424840659575,36.43575159340425,1.7445570799780734
75.6849634361601,6.412327545227831,66.85184828923431,68.82422478407032,31.17577521592967,2.2076187138051884
74.67601827679009,10.213440401521295,103.23494261838323,83.87626733329161,16.123732666708392,5.202037832497422
74.09041940547881,8.106781497814913,98.43478742537582,60.77744185026379,39.2225581497362,1.5495532346013634
72.80923094483015,4.481746837537592,51.497827369474756,52.62668705201733,47.37331294798266,1.1108931121157397
72.8471066205049,4.719219477225897,52.222020480606865,77.75156395626428,22.248436043735726,3.4946979555516227
79.36689799922894,8.832452472193262,88.80373127392815,59.807914129965056,40.192085870034944,1.4880520091283596
76.15247156204337,6.866409728247233,67.15889869092611,82.92470839299743,17.075291607002573,4.85641535743905
71.23677791391295,4.622410038840985,54.24658043933923,69.54077941947948,30.459220580520533,2.283078098983026
76.07468931777093,4.4193757953580395,43.93770926898374,52.42417650287078,47.57582349712922,1.1019079156041116
73.17190231724497,6.084169753558439,68.5523750677402,80.61974416143909,19.380255838560895,4.159890603767469
72.2020282349049,5.115341315651698,57.268148178755474,73.03679735638927,26.963202643610728,2.7087582406942396
71.74307139992956,5.21391107418723,56.526569607762475,68.35547436055528,31.644525639444716,2.1601042511868336
71.98799967854717,5.7843236322584675,64.77705709710209,82.7626045432375,17.237395456762503,4.801340478080662
67.98194949757226,5.6874737725393025,80.7314780045075,79.37378765732296,20.62621234267705,3.8481998700795463
72.14363688005413,6.610229477289737,71.23811931397591,76.25603757773507,23.743962422264925,3.2115969618545686
74.20891232232637,5.509828438818541,62.68482503096136,66.45668322062666,33.543316779373335,1.9812197958161557
